Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty
30,888,092.0 058.0,19-4903NS-HY-060-1336-09200580-0050A-7,50,12.23,33.601
30,889,092.0 058.0,19-4903NS-HY-060-1336-09200580-0075A-3,75,10.87,33.62
30,890,092.0 058.0,19-4903NS-HY-060-1336-09200580-0100A-7,100,10.16,33.62
30,891,092.0 058.0,19-4903NS-HY-060-1336-09200580-0102A-3,102,10.12,33.62
30,892,092.0 058.0,19-4903NS-HY-060-1336-09200580-0125A-7,125,9.8,33.721
30,893,092.0 058.0,19-4903NS-HY-060-1336-09200580-0150A-7,150,9.53,33.849
30,894,092.0 058.0,19-4903NS-HY-060-1336-09200580-0152A-3,152,9.51,33.86
30,895,092.0 058.0,19-4903NS-HY-060-1336-09200580-0200A-7,200,8.61,33.947
30,896,092.0 058.0,19-4903NS-HY-060-1336-09200580-0203A-3,203,8.55,33.95
30,897,092.0 058.0,19-4903NS-HY-060-1336-09200580-0250A-7,250,7.82,34.05
30,898,092.0 058.0,19-4903NS-HY-060-1336-09200580-0300A-7,300,7.2,34.131
30,899,092.0 058.0,19-4903NS-HY-060-1336-09200580-0307A-3,307,7.13,34.14
30,900,092.0 058.0,19-4903NS-HY-060-1336-09200580-0400A-7,400,6.48,34.091
30,901,092.0 058.0,19-4903NS-HY-060-1336-09200580-0409A-3,409,6.44,34.09
30,902,092.0 058.0,19-4903NS-HY-060-1336-09200580-0500A-7,500,6.04,34.161
30,903,092.0 058.0,19-4903NS-HY-060-1336-09200580-0600A-7,600,5.68,34.274
30,904,092.0 058.0,19-4903NS-HY-060-1336-09200580-0612A-3,612,5.64,34.29
30,905,092.0 058.0,19-4903NS-HY-060-1336-09200580-0700A-7,700,5.25,34.328
30,906,092.0 058.0,19-4903NS-HY-060-1336-09200580-0800A-7,800,4.83,34.373
30,907,092.0 058.0,19-4903NS-HY-060-1336-09200580-0900A-7,900,4.42,34.422
30,908,092.0 058.0,19-4903NS-HY-060-1336-09200580-0917A-3,917,4.35,34.43
30,909,092.0 058.0,19-4903NS-HY-060-1336-09200580-1000A-7,1000,4.11,34.65
30,910,092.0 058.0,19-4903NS-HY-060-1336-09200580-1100A-7,1100,3.83,34.65
30,911,092.0 058.0,19-4903NS-HY-060-1336-09200580-1200A-7,1200,3.54,34.65
30,912,092.0 058.0,19-4903NS-HY-060-1336-09200580-1263A-3,1263,3.36,34.65
31,913,092.0 068.0,19-4903NS-HY-060-2012-09200680-0000B-3,0,13.65,33.51
31,914,092.0 068.0,19-4903NS-HY-060-2012-09200680-0008A-3,8,13.71,33.49
31,915,092.0 068.0,19-4903NS-HY-060-2012-09200680-0010A-7,10,13.71,33.48
31,916,092.0 068.0,19-4903NS-HY-060-2012-09200680-0020A-7,20,13.68,33.433
31,917,092.0 068.0,19-4903NS-HY-060-2012-09200680-0023A-3,23,13.67,33.42
31,918,092.0 068.0,19-4903NS-HY-060-2012-09200680-0030A-7,30,13.69,33.427
31,919,092.0 068.0,19-4903NS-HY-060-2012-09200680-0044A-3,44,13.72,33.44
31,920,092.0 068.0,19-4903NS-HY-060-2012-09200680-0050A-7,50,13.55,33.436
31,921,092.0 068.0,19-4903NS-HY-060-2012-09200680-0068A-3,68,12.79,33.4
31,922,092.0 068.0,19-4903NS-HY-060-2012-09200680-0075A-7,75,12.42,33.368
31,923,092.0 068.0,19-4903NS-HY-060-2012-09200680-0092A-3,92,11.52,33.3
31,924,092.0 068.0,19-4903NS-HY-060-2012-09200680-0100A-7,100,11.16,33.291
31,925,092.0 068.0,19-4903NS-HY-060-2012-09200680-0125A-7,125,10.18,33.333
31,926,092.0 068.0,19-4903NS-HY-060-2012-09200680-0139A-3,139,9.74,33.4
31,927,092.0 068.0,19-4903NS-HY-060-2012-09200680-0150A-7,150,9.46,33.494
31,928,092.0 068.0,19-4903NS-HY-060-2012-09200680-0184A-3,184,8.76,33.8
31,929,092.0 068.0,19-4903NS-HY-060-2012-09200680-0200A-7,200,8.5,33.865
31,930,092.0 068.0,19-4903NS-HY-060-2012-09200680-0250A-7,250,7.8,33.977
31,931,092.0 068.0,19-4903NS-HY-060-2012-09200680-0276A-3,276,7.51,33.98
31,932,092.0 068.0,19-4903NS-HY-060-2012-09200680-0300A-7,300,7.19,34.011
31,933,092.0 068.0,19-4903NS-HY-060-2012-09200680-0366A-3,366,6.45,34.09
31,934,092.0 068.0,19-4903NS-HY-060-2012-09200680-0400A-7,400,6.39,34.154
31,935,092.0 068.0,19-4903NS-HY-060-2012-09200680-0500A-7,500,6.23,34.299
31,936,092.0 068.0,19-4903NS-HY-060-2012-09200680-0532A-3,532,6.18,34.33
31,937,092.0 068.0,19-4903NS-HY-060-2012-09200680-0600A-7,600,5.83,34.382
31,938,092.0 068.0,19-4903NS-HY-060-2012-09200680-0700A-7,700,5.26,34.431
31,939,092.0 068.0,19-4903NS-HY-060-2012-09200680-0789A-3,789,4.71,34.45
31,940,092.0 068.0,19-4903NS-HY-060-2012-09200680-0800A-7,800,4.67,34.448
31,941,092.0 068.0,19-4903NS-HY-060-2012-09200680-0900A-7,900,4.35,34.43
31,942,092.0 068.0,19-4903NS-HY-060-2012-09200680-1000A-7,1000,4.03,34.415
31,943,092.0 068.0,19-4903NS-HY-060-2012-09200680-1100A-7,1100,3.71,34.401
31,944,092.0 068.0,19-4903NS-HY-060-2012-09200680-1105A-3,1105,3.69,34.4
32,945,092.0 078.0,19-4903NS-HY-061-0224-09200780-0000B-3,0,13.6,33.4
32,946,092.0 078.0,19-4903NS-HY-061-0224-09200780-0009A-3,9,13.61,33.33
32,947,092.0 078.0,19-4903NS-HY-061-0224-09200780-0010A-7,10,13.61,33.331
32,948,092.0 078.0,19-4903NS-HY-061-0224-09200780-0020A-7,20,13.57,33.344
32,949,092.0 078.0,19-4903NS-HY-061-0224-09200780-0026A-3,26,13.54,33.35
32,950,092.0 078.0,19-4903NS-HY-061-0224-09200780-0030A-7,30,13.53,33.358
32,951,092.0 078.0,19-4903NS-HY-061-0224-09200780-0049A-3,49,13.47,33.39
32,952,092.0 078.0,19-4903NS-HY-061-0224-09200780-0050A-7,50,13.46,33.389
32,953,092.0 078.0,19-4903NS-HY-061-0224-09200780-0075A-7,75,13,33.295
32,954,092.0 078.0,19-4903NS-HY-061-0224-09200780-0080A-3,80,12.85,33.26
32,955,092.0 078.0,19-4903NS-HY-061-0224-09200780-0100A-7,100,11.91,33.274
32,956,092.0 078.0,19-4903NS-HY-061-0224-09200780-0102A-3,102,11.8,33.28
32,957,092.0 078.0,19-4903NS-HY-061-0224-09200780-0125A-7,125,10.45,33.431
32,958,092.0 078.0,19-4903NS-HY-061-0224-09200780-0150A-7,150,9.18,33.641
32,959,092.0 078.0,19-4903NS-HY-061-0224-09200780-0152A-3,152,9.09,33.66
32,960,092.0 078.0,19-4903NS-HY-061-0224-09200780-0200A-7,200,8.45,33.867
32,961,092.0 078.0,19-4903NS-HY-061-0224-09200780-0201A-3,201,8.45,33.87
32,962,092.0 078.0,19-4903NS-HY-061-0224-09200780-0250A-7,250,7.79,33.87
32,963,092.0 078.0,19-4903NS-HY-061-0224-09200780-0300A-3,300,7.18,33.87
32,964,092.0 078.0,19-4903NS-HY-061-0224-09200780-0400A-7,400,6.4,34.061
32,965,092.0 078.0,19-4903NS-HY-061-0224-09200780-0404A-3,404,6.38,34.07
32,966,092.0 078.0,19-4903NS-HY-061-0224-09200780-0500A-7,500,5.84,34.205
32,967,092.0 078.0,19-4903NS-HY-061-0224-09200780-0600A-7,600,5.34,34.322
32,968,092.0 078.0,19-4903NS-HY-061-0224-09200780-0610A-3,610,5.26,34.4
32,969,092.0 078.0,19-4903NS-HY-061-0224-09200780-0700A-7,700,4.92,34.412
32,970,092.0 078.0,19-4903NS-HY-061-0224-09200780-0800A-7,800,4.57,34.476
32,971,092.0 078.0,19-4903NS-HY-061-0224-09200780-0896A-3,896,4.31,34.51
32,972,092.0 078.0,19-4903NS-HY-061-0224-09200780-0900A-7,900,4.3,34.511
32,973,092.0 078.0,19-4903NS-HY-061-0224-09200780-1000A-7,1000,4.01,34.53
32,974,092.0 078.0,19-4903NS-HY-061-0224-09200780-1100A-7,1100,3.71,34.55
32,975,092.0 078.0,19-4903NS-HY-061-0224-09200780-1200A-7,1200,3.42,34.572
32,976,092.0 078.0,19-4903NS-HY-061-0224-09200780-1235A-3,1235,3.32,34.58
33,977,092.0 088.0,19-4903NS-HY-061-0906-09200880-0000B-3,0,13.3,33.44
33,978,092.0 088.0,19-4903NS-HY-061-0906-09200880-0008A-3,8,13.35,33.28
33,979,092.0 088.0,19-4903NS-HY-061-0906-09200880-0010A-7,10,13.32,33.275
33,980,092.0 088.0,19-4903NS-HY-061-0906-09200880-0020A-7,20,13.11,33.236
33,981,092.0 088.0,19-4903NS-HY-061-0906-09200880-0025A-3,25,12.98,33.21
33,982,092.0 088.0,19-4903NS-HY-061-0906-09200880-0030A-7,30,12.92,33.199
33,983,092.0 088.0,19-4903NS-HY-061-0906-09200880-0046A-3,46,12.78,33.19
33,984,092.0 088.0,19-4903NS-HY-061-0906-09200880-0050A-7,50,12.75,33.192
33,985,092.0 088.0,19-4903NS-HY-061-0906-09200880-0071A-3,71,12.64,33.24
33,986,092.0 088.0,19-4903NS-HY-061-0906-09200880-0075A-7,75,12.62,33.254
33,987,092.0 088.0,19-4903NS-HY-061-0906-09200880-0096A-3,96,12.52,33.39
33,988,092.0 088.0,19-4903NS-HY-061-0906-09200880-0100A-7,100,12.31,33.407
33,989,092.0 088.0,19-4903NS-HY-061-0906-09200880-0125A-7,125,10.89,33.519
33,990,092.0 088.0,19-4903NS-HY-061-0906-09200880-0144A-3,144,9.67,33.62
33,991,092.0 088.0,19-4903NS-HY-061-0906-09200880-0150A-7,150,9.49,33.661
33,992,092.0 088.0,19-4903NS-HY-061-0906-09200880-0191A-3,191,8.66,33.91
33,993,092.0 088.0,19-4903NS-HY-061-0906-09200880-0200A-7,200,8.5,33.938
33,994,092.0 088.0,19-4903NS-HY-061-0906-09200880-0250A-7,250,7.76,34.035
33,995,092.0 088.0,19-4903NS-HY-061-0906-09200880-0286A-3,286,7.36,34.04
33,996,092.0 088.0,19-4903NS-HY-061-0906-09200880-0300A-7,300,7.22,34.04
33,997,092.0 088.0,19-4903NS-HY-061-0906-09200880-0379A-3,379,6.58,34.04
33,998,092.0 088.0,19-4903NS-HY-061-0906-09200880-0400A-7,400,6.44,34.049
33,999,092.0 088.0,19-4903NS-HY-061-0906-09200880-0500A-7,500,5.85,34.113
33,1000,092.0 088.0,19-4903NS-HY-061-0906-09200880-0552A-3,552,5.6,34.16
33,1001,092.0 088.0,19-4903NS-HY-061-0906-09200880-0600A-7,600,5.37,34.217
33,1002,092.0 088.0,19-4903NS-HY-061-0906-09200880-0700A-7,700,4.92,34.334
33,1003,092.0 088.0,19-4903NS-HY-061-0906-09200880-0800A-7,800,4.53,34.444
33,1004,092.0 088.0,19-4903NS-HY-061-0906-09200880-0843A-3,843,4.38,34.49
33,1005,092.0 088.0,19-4903NS-HY-061-0906-09200880-0900A-7,900,4.22,34.501
33,1006,092.0 088.0,19-4903NS-HY-061-0906-09200880-1000A-7,1000,3.93,34.522
33,1007,092.0 088.0,19-4903NS-HY-061-0906-09200880-1100A-7,1100,3.64,34.544
33,1008,092.0 088.0,19-4903NS-HY-061-0906-09200880-1168A-3,1168,3.45,34.56
34,1009,092.0 098.0,19-4903NS-HY-061-1618-09200980-0000B-3,0,13.89,33.42
34,1010,092.0 098.0,19-4903NS-HY-061-1618-09200980-0009A-3,9,13.94,33.51
34,1011,092.0 098.0,19-4903NS-HY-061-1618-09200980-0010A-7,10,13.94,33.507
34,1012,092.0 098.0,19-4903NS-HY-061-1618-09200980-0020A-7,20,13.93,33.458
34,1013,092.0 098.0,19-4903NS-HY-061-1618-09200980-0025A-3,25,13.92,33.42
34,1014,092.0 098.0,19-4903NS-HY-061-1618-09200980-0030A-7,30,13.84,33.409
34,1015,092.0 098.0,19-4903NS-HY-061-1618-09200980-0048A-3,48,13.48,33.35
34,1016,092.0 098.0,19-4903NS-HY-061-1618-09200980-0050A-7,50,13.47,33.351
34,1017,092.0 098.0,19-4903NS-HY-061-1618-09200980-0075A-3,75,13.07,33.31
34,1018,092.0 098.0,19-4903NS-HY-061-1618-09200980-0100A-7,100,11.73,33.328
34,1019,092.0 098.0,19-4903NS-HY-061-1618-09200980-0101A-3,101,11.67,33.33
34,1020,092.0 098.0,19-4903NS-HY-061-1618-09200980-0125A-7,125,10.52,33.401
34,1021,092.0 098.0,19-4903NS-HY-061-1618-09200980-0150A-3,150,9.55,33.51
34,1022,092.0 098.0,19-4903NS-HY-061-1618-09200980-0197A-3,197,8.62,33.75
34,1023,092.0 098.0,19-4903NS-HY-061-1618-09200980-0200A-7,200,8.57,33.757
